id,name,age,city,salary,department,performance_score,join_date
2243,Alice,64,Chicago,79749,Finance,4.28,2021-02-20
2244,Bob,56,Los Angeles,113757,HR,1.9,2021-02-21
2245,David,21,Dallas,95654,IT,4.5,2021-02-22
2246,Bob,50,Phoenix,111574,IT,2.05,2021-02-23
2247,Alice,30,New York,95381,Marketing,1.82,2021-02-24
2248,Grace,37,San Diego,98601,Marketing,2.06,2021-02-25
2249,Helen,24,San Diego,55082,Finance,4.64,2021-02-26
2250,Alice,32,Los Angeles,54648,Support,4.66,2021-02-27
2251,Eva,40,Phoenix,40364,Finance,2.32,2021-02-28
2252,Charlie,31,San Diego,74568,Finance,3.82,2021-03-01
2253,Charlie,40,San Diego,119646,Marketing,3.7,2021-03-02
2254,Bob,36,Houston,111494,Support,4.23,2021-03-03
2255,Helen,46,Chicago,114632,Marketing,2.19,2021-03-04
2256,David,37,Los Angeles,47436,HR,3.04,2021-03-05
2257,Grace,46,New York,66754,Sales,3.67,2021-03-06
2258,Frank,41,San Diego,100194,Sales,1.11,2021-03-07
2259,Helen,35,Houston,64544,HR,2.51,2021-03-08
2260,Charlie,27,Phoenix,100180,Sales,3.78,2021-03-09
2261,Eva,58,San Diego,103295,Support,2.01,2021-03-10
2262,Helen,25,Chicago,52638,Marketing,4.83,2021-03-11
2263,Bob,43,New York,105715,Sales,1.12,2021-03-12
2264,Bob,46,Phoenix,109409,Support,4.83,2021-03-13
2265,Frank,27,Phoenix,57157,Marketing,1.87,2021-03-14
2266,Eva,34,Los Angeles,85565,Support,1.2,2021-03-15
2267,David,19,San Diego,109996,HR,2.17,2021-03-16
2268,Helen,23,Los Angeles,105888,Finance,4.15,2021-03-17
2269,Eva,22,New York,96095,HR,4.01,2021-03-18
2270,David,45,San Diego,104947,Sales,1.84,2021-03-19
2271,Eva,58,Dallas,110880,Marketing,1.79,2021-03-20
2272,Eva,22,San Diego,44507,Support,3.57,2021-03-21
2273,Alice,35,Dallas,83988,Sales,2.83,2021-03-22
2274,Bob,43,Phoenix,56865,Sales,4.17,2021-03-23
2275,Helen,37,Los Angeles,67213,Finance,1.1,2021-03-24
2276,Eva,58,Chicago,95954,Sales,3.44,2021-03-25
2277,Helen,44,San Diego,97450,Finance,3.92,2021-03-26
2278,Frank,29,Chicago,44477,Marketing,4.97,2021-03-27
2279,Eva,24,San Diego,102222,Marketing,3.72,2021-03-28
2280,Charlie,20,Phoenix,46533,Support,1.93,2021-03-29
2281,Bob,27,Los Angeles,89395,Finance,1.43,2021-03-30
2282,Charlie,51,New York,63396,HR,3.56,2021-03-31
2283,Helen,42,New York,52755,Marketing,3.09,2021-04-01
2284,Helen,52,New York,40865,Support,4.6,2021-04-02
2285,Bob,33,San Diego,51173,HR,3.91,2021-04-03
2286,Helen,19,San Diego,98905,Marketing,3.04,2021-04-04
2287,Charlie,41,Chicago,78097,Marketing,2.61,2021-04-05
2288,Eva,27,Los Angeles,73371,Support,2.62,2021-04-06
2289,Eva,55,San Diego,51254,Support,1.91,2021-04-07
2290,Alice,39,Los Angeles,44018,IT,1.07,2021-04-08
2291,Frank,43,Chicago,45192,Sales,3.3,2021-04-09
2292,Helen,60,San Diego,42015,Sales,1.85,2021-04-10
2293,Charlie,56,New York,108916,HR,1.83,2021-04-11
2294,Helen,44,New York,68343,Sales,1.5,2021-04-12
2295,Helen,46,Phoenix,109306,HR,1.76,2021-04-13
2296,David,64,Dallas,45829,Marketing,1.13,2021-04-14
2297,Alice,55,Houston,74381,IT,3.7,2021-04-15
2298,Charlie,37,Dallas,58263,IT,2.61,2021-04-16
2299,Charlie,44,San Diego,93260,Marketing,3.25,2021-04-17
2300,Helen,58,Los Angeles,83306,Support,3.55,2021-04-18
2301,Alice,37,San Diego,98418,Finance,4.89,2021-04-19
2302,Eva,61,Los Angeles,40148,Finance,1.27,2021-04-20
2303,Charlie,36,Los Angeles,41754,Sales,2.67,2021-04-21
2304,Eva,37,Dallas,66745,Support,1.98,2021-04-22
2305,Alice,52,Houston,112914,HR,2.91,2021-04-23
2306,Eva,64,Phoenix,95833,IT,4.68,2021-04-24
2307,Bob,19,Dallas,60140,Sales,3.9,2021-04-25
2308,David,47,Houston,114907,Marketing,3.65,2021-04-26
2309,Grace,51,New York,100653,Support,2.76,2021-04-27
2310,Charlie,39,New York,101521,IT,3.68,2021-04-28
2311,Frank,20,Los Angeles,118315,HR,1.13,2021-04-29
2312,David,23,Chicago,71075,HR,3.34,2021-04-30
2313,Grace,32,San Diego,70697,Finance,3.22,2021-05-01
2314,Eva,44,San Diego,94544,Sales,2.39,2021-05-02
2315,Charlie,27,Los Angeles,49795,Marketing,1.81,2021-05-03
2316,Eva,26,Chicago,104555,IT,4.23,2021-05-04
2317,Bob,50,Houston,92204,HR,1.22,2021-05-05
2318,Alice,49,New York,109754,IT,1.28,2021-05-06
2319,Charlie,23,San Diego,104860,Marketing,2.76,2021-05-07
2320,Grace,58,Dallas,91529,IT,2.01,2021-05-08
2321,Grace,53,Chicago,51672,Sales,3.98,2021-05-09
2322,Bob,19,Houston,94238,Finance,3.54,2021-05-10
2323,Bob,46,New York,75950,IT,4.09,2021-05-11
2324,Helen,21,Dallas,51009,Support,2.3,2021-05-12
2325,Charlie,18,Chicago,87096,Finance,3.96,2021-05-13
2326,Eva,36,Los Angeles,59544,Marketing,4.45,2021-05-14
2327,Frank,43,Los Angeles,95728,Finance,2.38,2021-05-15
2328,Grace,42,Los Angeles,69381,IT,2.36,2021-05-16
2329,Grace,27,San Diego,65287,IT,4.6,2021-05-17
2330,Bob,32,Houston,104610,Support,1.2,2021-05-18
2331,David,39,Los Angeles,108122,HR,2.4,2021-05-19
2332,Bob,38,San Diego,108184,Support,1.47,2021-05-20
2333,Frank,39,Phoenix,80081,IT,1.12,2021-05-21
2334,Eva,53,San Diego,85312,Finance,1.45,2021-05-22
2335,Eva,51,New York,112943,Support,2.72,2021-05-23
2336,David,47,San Diego,92726,Support,3.75,2021-05-24
2337,Grace,42,Houston,62211,HR,2.16,2021-05-25
2338,Bob,62,Dallas,69480,IT,4.4,2021-05-26
2339,Helen,45,San Diego,87780,IT,2.75,2021-05-27
2340,Eva,18,Los Angeles,97138,Marketing,4.87,2021-05-28
2341,Frank,62,New York,82503,HR,4.82,2021-05-29
2342,Charlie,21,Chicago,97893,Marketing,4.09,2021-05-30
2343,Alice,24,Los Angeles,86193,Marketing,4.73,2021-05-31
2344,Alice,26,New York,101358,Marketing,3.83,2021-06-01
2345,Alice,53,Phoenix,118182,Sales,4.58,2021-06-02
2346,Helen,36,Chicago,62117,Marketing,1.95,2021-06-03
2347,Grace,18,Phoenix,99056,Support,2.38,2021-06-04
2348,Bob,27,Dallas,98706,Finance,4.01,2021-06-05
2349,David,53,New York,110429,Support,2.7,2021-06-06
2350,Helen,26,Phoenix,49476,Support,4.35,2021-06-07
2351,Helen,62,Dallas,95006,IT,4.51,2021-06-08
2352,Eva,63,New York,109918,Sales,2.2,2021-06-09
2353,Charlie,59,New York,103155,Marketing,4.29,2021-06-10
2354,Helen,49,Phoenix,107321,IT,1.62,2021-06-11
2355,Frank,49,New York,85798,HR,2.34,2021-06-12
2356,Charlie,23,Los Angeles,117271,HR,3.07,2021-06-13
2357,Frank,55,New York,70177,IT,1.91,2021-06-14
2358,Grace,34,Houston,83013,Finance,3.32,2021-06-15
2359,Bob,27,Dallas,93450,IT,3.31,2021-06-16
2360,Alice,44,New York,87928,IT,1.83,2021-06-17
2361,Helen,52,Houston,85382,Sales,4.18,2021-06-18
2362,Bob,38,New York,40760,HR,3.53,2021-06-19
2363,Grace,42,New York,64142,HR,2.27,2021-06-20
2364,David,45,Phoenix,57290,Marketing,1.93,2021-06-21
2365,David,64,Los Angeles,111035,Support,4.52,2021-06-22
2366,Grace,32,Dallas,40364,IT,4.34,2021-06-23
2367,Frank,21,Los Angeles,96921,IT,1.92,2021-06-24
2368,Eva,46,Chicago,59797,Finance,1.14,2021-06-25
2369,Eva,26,Phoenix,72535,HR,4.22,2021-06-26
2370,Frank,44,Phoenix,86300,Finance,3.46,2021-06-27
2371,David,43,Los Angeles,87176,Sales,1.4,2021-06-28
2372,David,36,San Diego,56105,Marketing,3.35,2021-06-29
2373,Helen,45,Phoenix,47939,Finance,2.81,2021-06-30
2374,David,34,Los Angeles,119472,HR,4.1,2021-07-01
2375,Bob,60,Phoenix,82029,Sales,1.84,2021-07-02
2376,David,58,New York,55863,IT,2.81,2021-07-03
2377,Charlie,59,Los Angeles,118097,Sales,1.62,2021-07-04
2378,Helen,37,Los Angeles,50447,Support,4.83,2021-07-05
2379,Alice,62,Houston,86940,Finance,4.11,2021-07-06
2380,David,57,Phoenix,117947,HR,3.95,2021-07-07
2381,Frank,56,Phoenix,59642,Finance,3.76,2021-07-08
2382,Alice,40,Los Angeles,107643,IT,2.69,2021-07-09
2383,Bob,64,New York,47928,IT,4.69,2021-07-10
2384,Frank,49,New York,88002,HR,1.29,2021-07-11
2385,Alice,64,Dallas,65017,Support,4.21,2021-07-12
2386,Frank,50,New York,119064,Marketing,1.86,2021-07-13
2387,Bob,63,Phoenix,53313,Sales,2.3,2021-07-14
2388,Helen,22,San Diego,41559,Sales,3.08,2021-07-15
2389,Charlie,60,Houston,90893,IT,4.13,2021-07-16
2390,Bob,51,Los Angeles,55167,Finance,4.35,2021-07-17
2391,Bob,57,Chicago,78598,Finance,3.33,2021-07-18
2392,Frank,28,Houston,47523,Support,2.61,2021-07-19
2393,Helen,20,San Diego,89777,Marketing,4.79,2021-07-20
2394,Grace,50,Chicago,68439,Finance,1.99,2021-07-21
2395,Eva,28,Houston,53285,Sales,4.21,2021-07-22
2396,David,33,New York,50973,Finance,3.45,2021-07-23
2397,David,35,Phoenix,62694,Marketing,2.51,2021-07-24
2398,Charlie,47,San Diego,75774,Sales,1.01,2021-07-25
2399,Charlie,27,Chicago,44302,Finance,2.79,2021-07-26
2400,David,35,San Diego,62391,Sales,2.11,2021-07-27
2401,Eva,55,Houston,44611,IT,1.42,2021-07-28
2402,David,36,Phoenix,49372,IT,1.3,2021-07-29
2403,Grace,53,San Diego,64312,Support,2.39,2021-07-30
2404,Eva,30,Chicago,54080,IT,3.46,2021-07-31
2405,Charlie,63,Los Angeles,60874,Finance,4.35,2021-08-01
2406,Alice,20,Houston,102537,Marketing,1.73,2021-08-02
2407,Frank,27,Los Angeles,113914,Sales,2.7,2021-08-03
2408,Grace,55,New York,41597,HR,2.57,2021-08-04
2409,Grace,18,Los Angeles,51600,IT,3.05,2021-08-05
2410,Helen,44,Los Angeles,43747,IT,4.24,2021-08-06
2411,Charlie,63,Dallas,119415,HR,3.21,2021-08-07
2412,Charlie,25,Houston,118553,HR,4.39,2021-08-08
2413,Bob,63,New York,64815,Finance,3.07,2021-08-09
2414,Grace,59,Los Angeles,64714,Sales,3.42,2021-08-10
2415,Bob,34,Phoenix,58890,IT,2.75,2021-08-11
2416,Bob,26,Chicago,101509,Marketing,4.29,2021-08-12
2417,Frank,23,Los Angeles,101824,Finance,4.7,2021-08-13
2418,Bob,60,New York,44725,Finance,3.56,2021-08-14
2419,Eva,42,Los Angeles,83205,Marketing,4.28,2021-08-15
2420,David,56,Chicago,60684,Marketing,1.24,2021-08-16
2421,Alice,45,New York,97911,Support,4.62,2021-08-17
2422,Charlie,50,Houston,53092,Marketing,1.76,2021-08-18
2423,Eva,54,New York,79770,HR,2.03,2021-08-19
2424,Alice,26,Houston,65457,IT,1.21,2021-08-20
2425,Grace,35,New York,111667,Support,4.86,2021-08-21
2426,Grace,38,San Diego,102894,HR,4.41,2021-08-22
2427,Grace,19,Chicago,101305,Support,4.65,2021-08-23
2428,Eva,60,Chicago,52612,IT,4.39,2021-08-24
2429,Eva,55,New York,118627,Support,2.92,2021-08-25
2430,Charlie,57,San Diego,77089,HR,4.7,2021-08-26
2431,David,53,Los Angeles,92137,Sales,4.88,2021-08-27
2432,Helen,60,Chicago,40559,IT,3.01,2021-08-28
2433,Bob,54,Houston,106249,Finance,1.7,2021-08-29
2434,Grace,32,Houston,77361,IT,3.63,2021-08-30
2435,Frank,45,Phoenix,55261,IT,4.9,2021-08-31
2436,David,35,Dallas,60372,IT,4.49,2021-09-01
2437,Frank,51,San Diego,95355,Sales,4.45,2021-09-02
2438,Charlie,39,Dallas,97920,HR,4.74,2021-09-03
2439,Charlie,28,Dallas,72544,Finance,4.58,2021-09-04
2440,Charlie,30,Houston,40037,HR,4.11,2021-09-05
2441,Alice,21,Phoenix,83032,Support,3.87,2021-09-06
2442,Frank,39,Dallas,118233,Support,2.06,2021-09-07
2443,David,24,Dallas,81420,Support,3.49,2021-09-08
2444,Helen,60,New York,74600,HR,3.09,2021-09-09
2445,David,41,New York,88285,Marketing,4.45,2021-09-10
2446,Eva,21,New York,102008,Sales,2.97,2021-09-11
2447,Eva,45,Los Angeles,45167,Marketing,1.51,2021-09-12
2448,Grace,32,Dallas,40432,Support,1.02,2021-09-13
2449,Helen,18,Los Angeles,109687,Sales,3.71,2021-09-14
2450,Eva,20,Phoenix,111947,HR,3.2,2021-09-15
2451,Charlie,31,San Diego,90903,Support,2.32,2021-09-16
2452,David,55,Houston,94149,HR,1.68,2021-09-17
2453,Frank,18,Dallas,96768,Sales,2.87,2021-09-18
2454,Charlie,55,Houston,100184,HR,1.4,2021-09-19
2455,Alice,55,San Diego,105792,HR,2.34,2021-09-20
2456,Eva,38,New York,73439,Finance,2.52,2021-09-21
2457,Charlie,46,Dallas,73257,Marketing,2.86,2021-09-22
2458,Charlie,22,Chicago,84674,Marketing,2.87,2021-09-23
2459,Alice,27,Los Angeles,91248,Marketing,2.03,2021-09-24
2460,Bob,45,Los Angeles,85371,IT,4.4,2021-09-25
2461,David,38,Dallas,107996,Finance,2.42,2021-09-26
2462,Frank,24,San Diego,77297,Support,1.92,2021-09-27
2463,Grace,20,New York,94273,Support,1.7,2021-09-28
2464,Bob,62,Los Angeles,101256,Support,2.29,2021-09-29
2465,Eva,64,New York,74743,Marketing,1.27,2021-09-30
2466,Charlie,37,Phoenix,108752,Marketing,1.13,2021-10-01
2467,Helen,36,Houston,119803,Finance,3.42,2021-10-02
2468,Alice,52,San Diego,115117,HR,3.48,2021-10-03
2469,Alice,21,Chicago,110051,Marketing,3.12,2021-10-04
2470,Helen,22,Houston,62076,Support,4.05,2021-10-05
2471,David,18,Houston,115312,HR,1.16,2021-10-06
2472,Bob,21,Phoenix,42963,Marketing,4.74,2021-10-07
2473,Grace,29,Los Angeles,112322,Sales,1.38,2021-10-08
2474,David,44,Chicago,53866,IT,3.7,2021-10-09
2475,Helen,59,Los Angeles,72305,Marketing,1.53,2021-10-10
2476,Charlie,40,Dallas,102403,Sales,4.52,2021-10-11
2477,Helen,42,Houston,72813,Finance,3.04,2021-10-12
2478,David,38,Dallas,106729,Sales,1.33,2021-10-13
2479,Frank,41,New York,100686,Finance,3.47,2021-10-14
2480,Alice,42,Houston,44512,Marketing,1.04,2021-10-15
2481,Alice,62,Los Angeles,62666,Finance,4.1,2021-10-16
2482,Eva,63,Houston,56630,Sales,3.6,2021-10-17
2483,Eva,49,New York,114519,IT,1.85,2021-10-18
2484,Helen,49,Phoenix,40636,HR,2.5,2021-10-19
2485,Grace,22,Dallas,43775,HR,1.03,2021-10-20
2486,Charlie,53,Dallas,107957,IT,3.77,2021-10-21
2487,Frank,63,Los Angeles,104591,Support,2.29,2021-10-22
2488,Bob,59,Houston,118561,HR,3.29,2021-10-23
2489,David,59,Los Angeles,114816,Marketing,4.83,2021-10-24
2490,Grace,56,Phoenix,51351,Support,2.2,2021-10-25
2491,Charlie,33,Houston,95184,Marketing,4.96,2021-10-26
2492,Eva,50,Houston,109180,Sales,3.53,2021-10-27
2493,Helen,38,Los Angeles,113309,Sales,1.97,2021-10-28
2494,David,26,Los Angeles,50778,Support,2.75,2021-10-29
2495,Eva,23,New York,52501,Support,3.96,2021-10-30
2496,Helen,62,San Diego,42108,Support,2.79,2021-10-31
2497,David,52,San Diego,76382,Support,1.27,2021-11-01
2498,Bob,56,Phoenix,115787,Finance,1.67,2021-11-02
2499,Charlie,39,San Diego,63341,Support,4.17,2021-11-03
2500,David,58,New York,117214,Support,3.59,2021-11-04
2501,Frank,22,Dallas,54367,Sales,3.28,2021-11-05
2502,Grace,59,Houston,109868,Marketing,1.67,2021-11-06
2503,Alice,40,Los Angeles,52002,Sales,4.35,2021-11-07
2504,Frank,34,Houston,99949,HR,4.84,2021-11-08
2505,Frank,29,Houston,55700,Finance,1.16,2021-11-09
2506,Grace,40,Chicago,119305,Finance,1.31,2021-11-10
2507,Alice,33,Dallas,102543,Marketing,4.54,2021-11-11
2508,Frank,20,Chicago,69318,Support,4.26,2021-11-12
2509,David,47,San Diego,67610,Sales,3.47,2021-11-13
2510,David,39,Houston,112499,HR,4.78,2021-11-14
2511,David,26,Los Angeles,113374,Sales,3.59,2021-11-15
2512,Alice,46,Houston,105226,Support,1.86,2021-11-16
2513,Frank,64,Dallas,85167,Support,3.91,2021-11-17
2514,Helen,54,Chicago,117779,IT,3.58,2021-11-18
2515,Alice,40,Los Angeles,67939,Sales,4.94,2021-11-19
2516,David,30,Houston,101365,Marketing,1.86,2021-11-20
2517,Grace,49,Phoenix,107381,Sales,3.39,2021-11-21
2518,Frank,63,Dallas,86710,Finance,4.12,2021-11-22
2519,Frank,64,Dallas,56766,HR,2.36,2021-11-23
2520,Eva,40,Phoenix,52780,Marketing,2.52,2021-11-24
2521,Eva,62,Houston,88458,IT,4.55,2021-11-25
2522,Bob,34,Dallas,96221,HR,2.62,2021-11-26
2523,Helen,57,Los Angeles,41509,HR,3.5,2021-11-27
2524,Helen,38,Houston,74346,Finance,4.56,2021-11-28
2525,Charlie,19,Houston,86874,Finance,1.84,2021-11-29
2526,Helen,54,Chicago,66148,Finance,4.93,2021-11-30
2527,Eva,23,Dallas,71533,Marketing,3.81,2021-12-01
2528,Alice,61,Dallas,118467,Sales,2.98,2021-12-02
2529,Helen,35,Phoenix,41359,HR,2.72,2021-12-03
2530,Eva,47,Chicago,100313,Sales,4.82,2021-12-04
2531,Bob,39,San Diego,60344,Sales,1.82,2021-12-05
2532,Frank,50,Chicago,109778,Finance,2.25,2021-12-06
2533,Helen,47,Dallas,60601,Sales,2.23,2021-12-07
2534,Bob,34,Houston,59116,HR,2.16,2021-12-08
2535,Frank,60,Chicago,96985,HR,2.87,2021-12-09
2536,Grace,49,Phoenix,70782,Support,4.96,2021-12-10
2537,Grace,59,Chicago,89819,IT,4.56,2021-12-11
2538,Frank,31,Phoenix,109035,Marketing,2.31,2021-12-12
2539,Helen,27,San Diego,84458,Sales,2.69,2021-12-13
2540,Charlie,64,Chicago,48080,Marketing,3.68,2021-12-14
2541,Eva,53,Phoenix,73957,Marketing,1.07,2021-12-15
2542,Alice,51,Chicago,53908,Marketing,4.28,2021-12-16
2543,Alice,26,San Diego,118287,Support,4.52,2021-12-17
2544,David,59,Chicago,87482,Marketing,4.43,2021-12-18
2545,Frank,45,Los Angeles,78314,Support,2.5,2021-12-19
2546,Alice,28,Phoenix,114921,HR,2.85,2021-12-20
2547,Helen,31,San Diego,55831,Sales,1.05,2021-12-21
2548,Charlie,56,Phoenix,60125,Support,2.6,2021-12-22
2549,Frank,64,Phoenix,102451,IT,2.84,2021-12-23
2550,Charlie,36,New York,85708,Marketing,4.63,2021-12-24
2551,Helen,32,San Diego,57682,IT,4.58,2021-12-25
2552,Alice,45,Chicago,75794,HR,4.86,2021-12-26
2553,Alice,41,Phoenix,99372,HR,4.54,2021-12-27
2554,David,25,Dallas,79477,Finance,1.03,2021-12-28
2555,Alice,60,New York,93863,Marketing,3.57,2021-12-29
2556,Frank,26,Los Angeles,78737,Finance,1.27,2021-12-30
2557,Helen,64,Phoenix,42620,IT,2.09,2021-12-31
2558,Grace,50,Phoenix,75057,Sales,3.31,2022-01-01
2559,Helen,50,New York,80138,Finance,3.8,2022-01-02
2560,Frank,36,Chicago,119390,HR,3.62,2022-01-03
2561,Frank,20,Dallas,93024,Marketing,1.2,2022-01-04
2562,David,27,Los Angeles,49677,IT,1.41,2022-01-05
2563,David,57,Phoenix,84111,Support,1.51,2022-01-06
2564,Alice,64,Chicago,64074,HR,1.37,2022-01-07
2565,Bob,59,San Diego,57824,Support,1.71,2022-01-08
2566,Helen,18,Dallas,40765,Sales,3.75,2022-01-09
2567,Helen,46,San Diego,85439,Marketing,4.32,2022-01-10
2568,Bob,51,Dallas,88926,Sales,2.64,2022-01-11
2569,David,30,Los Angeles,76860,Sales,3.77,2022-01-12
